82D5C7EF	prabhakar raghavan
82DA3983	hang su
82DC59C0	albertlaszlo barabasi
82E32E8E	ran wang
82E61954	keith henderson
82E7EC3D	andrew arnold
82ED7103	xiaoli li
82EDF0B9	zheng wang
82F7027A	bo gao
83087D77	chao han
830A9B8E	alexander j smola
8311D172	christos faloutsos
831A71B6	zhiyuan chen
831CC660	xin wang
831D2139	yi liu
8331496F	quanquan gu
83352000	wei wei
83370638	sanjay chawla
83392359	yehuda koren
833A51C9	hua li
833A804D	yang liu
833A9B0B	jian hu
8355D78D	spiros papadimitriou
835E1045	ming luo
83605131	xiangnan kong
8366D272	dong xin
83770CC0	petros drineas
837F915D	xiuofei he
837FF6C9	olivier chapelle
83813185	meng wang
83814645	qing wang
83896345	bo gao
83A2B919	jia chen
83AF310E	feng wang
83BD0309	cynthia dwork
83D3B993	sen wu
83D602CC	bo zhang
83E6D953	hao liu
83E76AE7	jun zhao
83F04F19	tao liu
8404AFA2	bo zhao
840573C8	cheng zhang
84137CB7	ying zhang
841C5643	matthew f hurst
845DA675	sethuraman panchanathan
8472AE71	shifei jin
8473C35D	yang zhou
847418DD	yang wan
84792AEE	xueqing liu
847A4F36	lanbo she
847A8262	xinran xu
847E5467	qiuxia chen
8480E420	thrivikrama taula
84811357	yuanyuan zhu
84814BBC	linyun yu
84820BBE	yutao zhang
84836647	debing liu
8486DE17	xun zheng
84877498	yang chen
8487A54C	ming zhang
84898B47	simon zhang
848D8B67	thomas huang
8492407F	lei tang
8494119D	eirinaios michelakis
84949B47	ying wang
84953C76	chunta lu
8495DD23	phuong nguyen
84976A45	david fong
8498684F	gianfilippo papi
849AB165	yelong shen
849AD872	stefano pisani
849BC1CE	meng qu
849DF726	yanzhu liu
84A18A9D	wei li
84A3E13F	xueying wang
84A44DEB	cuiping li
84A7D83B	peng liu
84A7E2D9	umesh gupta
84A8C6CD	guoqing zheng
84A938BA	jun zhu
84ACEB33	qiang zhang
84AD31C2	ang pan
84AE285E	robert stockton
84AEE197	yanan jin
84AF7035	yue lu
84B4B3A6	shengqi yang
84B4DEFF	yan cong
84B6C001	chen chent
84B903A8	jie yu
84BA10BE	hanghang tong
84BAFAEF	yong li
84BD0C8C	wenjun yin
84BEE021	zhixiong zhao
84C129E8	fan guo
84C12D92	bo yang
84C2C945	fatima algarawi
84C4E7BB	k railing
84C58EFE	yingliang zhao
84C637BC	x yan
84C7C6C3	x jasmine zhou
84C8AD82	michael r lyu
84C99D71	k g murray
84CCD311	tianmin zou
84CE90C2	siyu gu
84CFF75A	gongyi wu
84D2127E	wen hua
84D5510A	amit zunjarwad
84D79BDA	kai yu
84D88A5B	kelly palmer
84DCF99A	markus g anderle
84E0307C	daniel knox
84E13C40	zhen guo
84E146FD	jacklyne keomany
84E7DB9D	jinwen guo
84EA5411	andreas terzis
84EB9534	haiyan long
84EE20AE	jure leskove
84EF70BF	wenfu pan
84F41AC5	tie yang
84F594D8	greg badros
84F690CD	matthew wondra
84F6F3F8	wei wang
84F70716	mingzhe wang
84F8B9F9	s a orshanskiy
84F8EF4E	lei xiao
84F9B97C	jun he
84FEC833	junwei wang
84FF0DD6	xiaoxiao li
85001686	hongjiang zhang
8500F779	yanting zhao
85019366	gabriel pui fung
85037414	zhao xu
8505CDBA	qi pan
850A1DFE	li wang
850BB83D	john komoroske
850C4CA6	hector gonzalez
850F445C	enpeng yao
850F45A6	jiantong sun
8516252A	jun yan
851DE1BE	yiran chen
851DEFDD	xiaohui gu
852328A1	dmitriy meyerzon
852531C6	rui liu
852E3166	zheng qin
852E4901	bin wu
852F0316	li wan
853220BE	panayiotis tsaparas
85328682	lu liu
8538C8B7	qiang yang
853EDAC2	xin xin
8542D1C8	erheng zhong
8545020D	yang yang
854BF8F7	xindong wu
854F2C00	zhong su
8551E514	jun liu
8556CD30	wei chen
8559CB5C	ying li
855D4BC4	fabrizio scatena
855DFD49	zhenyu yan
8561B573	bin wu
856A5A8C	yi zhuang
856EF7EB	zhaohui tang
856F8919	min zhao
8571F1FE	bin wu
85722688	yang li
8572D326	xiaohui wu
857BE27D	yang song
858158E4	wei vivian zhang
8582708E	hasan cam
8585FF0F	jingjing zuo
85875181	zhong su
858A0DA1	yong zhang
859196AF	wei wang
8593CDE4	bo zhang
8596B025	l zhou
859831D2	praveen pathak
85997F4B	huimin yan
859B3A97	kaizhu huang
859CDD02	gengxin miao
85A3DB69	christos faloutsos
85A7F5DB	bo zhang
85A7FD78	deepayan chakrabarti
85AF6CD1	christos faloutsos
85B0C88A	devashree joshi
85B168DC	huan liu
85B1E512	ye yuan
85B53356	ravi kumar
85BA89D3	jirong wen
85BC7ECE	benjamin w wah
85C7982B	tao li
85CE6C77	shuai zhao
85D4CC35	chun lin
85DBB94C	erik vee
85DC88B7	zheng liu
85F131EB	xiaochuan ni
85F34C07	g mihaila
85FFF802	hongjiang zhang
86006AB3	bin tan
8600AD4C	kuiyu chang
86032B43	saurav pandit
860E48C9	yifan chen
8620113E	nan du
86211906	wei gao
8621721C	ada waichee fu
8623725A	ravi kumar
8626B737	yan xie
86281FDD	helen c shen
86288E43	francesco bonchi
86289BDC	ying chen
862A492D	xudong zhang
862D4D1F	bo long
862DCED0	jianmin wu
862E0A0A	bing he
862E17B5	david jensen
862E8262	yue pan
86301A60	hang cui
8630C0E6	yunbo cao
8631685F	mingxuan sun
8631CE50	zhenjiang lin
86325CF5	s yu philip
86342CB7	kamal nigam
863686D8	rahul malik
86386A02	philip s yu
863AAC35	binbin lin
863AEE9D	ke zhou
863B4BE1	kristian kersting
863C3CEE	min zhao
863DB657	roberto trasarti
863EB89A	albertlaszlo barabasi
