6218	2735450,2866198,2870749,2934566,3250504,3291669,3271882,3254473,570528,1312033,732095,2280745,1022211,154157,1418908,680246,528307,544079,139079,1188840,1692159,263167
6342	2645030,3155526,3249636,3277955,3285727,3269326,3269925,3272921,3252538,3260798,3260658,3256394,3289880,3284546,3250869,3289389,3276974,2353831,2201630,2224512,782905,1175229,493191,1193890,480208,1826828,1979529,353365,2380418,284891,187641,1177857,792100,2155553,321304,716523,682266
6355	2499955,2674207,2719528,2783633,2977395,3249573,3253398,3276904,3270850,3291173,439313,1069746,303832,2386916,1137740,1195906,2174218,388890,715166,2095537,414765,1345777,1618371,2092669
6494	2398232,2872330,3249438,3260262,3253440,3260495,3263974,3274411,3256298,3278705,3282266,3253676,3274339,3291784,3286796,1985012,2373127,2139081,388388
6568	2698275,2801533,3024286,3249770,3260223,3285266,3255636,3250869,3289389,3276904,3290298,3276974,3283033,3291173,1348759,947096,1842059,2234167,432075,547543,9605,506920,105074,322727,1723653,442801,1231478
6587	2457622,2704561,2723203,3250009,3263185,3275520,3254485,3255040,3256748,3257828,3280077,3264227,3255636,3267735,3255817,3262733,3256273,957494,1643856,2279855,2206304,1896244,1104393
6753	2697438,2958395,3231888,3249573,3270442,3283810,3257828,3250869,3289389,3276904,3291173,1592640,1626507,1348255,354001,154167,1519371,1934489,313295,1415220
6762	2684909,2931596,3249438,3266974,3292446,3287104,3270562,3289536,3284620,3267375,3267565,3294418,3277921,3265024,3264660,3277280,820393
6913	2546928,2678004,2900613,2984995,3250161,3292239,3263223,3281626,3276204,3254891,3262069,3284021,3288252,878696,1075425,1060177,1921870,1202985,727764,2267573,2301561
6929	2437452,2505877,2556627,3148261,3250275,3254709,3274374,3277309,3271082,3268746,3259733,3267244,3291684,3266328,3270740,3261130,3277350,1339492,1796112,1867056,1688183,1227769,1047529,2037801,2390842,2136103
6977	2855777,2884783,3250275,3270315,3277435,3257159,3256748,3256131,3252012,3272756,3253150,3292777,3275660,3267735,3292705,3284021,3268336,3251001,1304014,967042,125570,64041,561709,1326742
6978	2402023,2409227,2967158,3005230,3249438,3274374,3259820,3267918,3294783,3267244,3282051,3291684,3287573,3292253,2251259,1657850,899729,572116
7290	3011164,3250506,3280333,3286088,3269026,3293002,3260303,3286828,3266163,3257732,3290223,3257765,3277540,3251935,1095459,392851,904538,475127,932401,575554,1331464
7296	2477332,2489310,2516031,2785406,3249871,3261332,3285968,3286599,3256945,3282105,3253676,3250869,1358777,1379784,1440979,235935,804188,46780,608324,29880,2075081,568229,271226,1770232,1806035,722287,600001,1620082,345291,873355,2323723,2290630
7381	2424726,2609205,2679930,3222063,3249930,3277037,3287166,3258103,3285374,3261338,3251603,3256088,3290634,3278011,1580434,1611218
7397	2632934,2715035,2781338,2915555,3250072,3291655,3271554,3261025,3291669,3270317,3271882,3254473,179150,2151007,490659,640605,544079,119263,150687,237892
7405	2608493,2706604,2726503,2804433,2849793,3249495,3263185,3275149,3257012,3281525,3268098,3252926,3257828,1512928,2107281,1460938,411135,598247,2225433,226176,358297
7504	2643127,3196068,3249896,3262955,3289243,3268071,3251226,3273881,3256748,3288323,3290681,2349356,1466755,870880
7520	2455297,3244476,3249438,3267112,3273449,3287448,3275640,3263777,3281754,3253210,1715254
7586	2679631,2716498,2964000,2969234,3223234,3249690,3254709,3274374,3259820,3257936,3282604,3272781,3275804,3262598,3284446,3293832,3269459,3280258,3287500,3252556,3257811,1075676,1457503,1906775
7603	2522174,2707425,2908011,3249871,3277628,3277955,3289220,3256741,3268822,643860,432075,660744,2242438,2291577,1918332,858698,197671,530938,696867,564063,2199493
7706	2443642,2920130,2929885,3250403,3259820,3277309,3267851,3262831,3273315,3277435,3264586,3276570,3287725,3276035,16554
7718	2892677,3006163,3250059,3277628,3277955,3253290,3287085,3274374,3290036,3291792,3269748,3293550,3275835,542857,302136,269387,488155,296198,662334,41460,735069
7738	2427586,2520778,2932986,3249495,3277628,3277955,3289220,3259705,3289686,3268098,3260798,3253702,3252926,3263771,3257432,3289389,3275932,3251001,724355,722287,1215815,2155553
7759	2410080,2599600,2851623,3249930,3285244,3284625,3291684,3284446,3291969,3284021,3292138,3266962,3262733,2070667,884219,1942676,1355443,1164690,899729,951721,2346016,569128
7766	2483715,2639624,2719948,3023449,3250090,3280160,3269026,3259112,3260495,3278106,838419,662193,423448,406946,397672,61832,270731,634257,513196,505457,624441,1491509,1027949
7836	2597556,2750939,2792812,2828053,3249554,3275306,3270315,3274011,3292239,3290036,3269780,3276204,3252613,3277554,3275798,3252869,1075425,891914
7849	2444444,2524222,2532400,3040498,3249573,3266864,3259820,3283032,3277175,3267851,3274251,3277435,3252841,3290448,3273183,3272419,3292705,3267565,3259706,3274849,3293064,1701725,2269303,831611
7868	2577760,3058844,3250009,3274117,3291655,3289162,3256242,3285968,3260798,3279210,3256394,3254891,3270063,3289389,3268336,3251001,3275762,3262952,2353831,600001
7910	2683303,3107798,3249771,3277955,3292814,3285968,3260798,3253702,3256394,3254891,3288769,3284546,3250869,3289389,1611431,724355,1956110,2069517,1233361,761703,600001,731699,1222798
7916	2638296,2681994,3006701,3072074,3087855,3249580,3271828,3279260,3282283,1565367,316627,2014884,187469,389539,16830,908631,2383637,507026,856430,1239869,366545,1115286,619505,387899,215942,1668129,1456828,2304193
7968	2585695,2786231,3249770,3277628,3277955,3270665,3288969,3291499,3274068,3280112,3251001,2144106,929062,281807,181065,81991,1868854,1377039,1417727,530938,644602
8020	2589698,2706594,2935880,3249573,3252343,3259820,3284587,3289300,3273762,3263974,3286518,3253773,3268336,2020819,1779553,1606958,832121,1674032,2213414,1725926,899729,2190906,2158418,1470628,986444,2212019,479630,1491063
8081	2643295,2877001,3250571,3260223,3274374,3277435,3257159,3253150,3251200,3267112,3290601,3284021,3262733,3277350,3268336,3251001,3252597,1837379,929975,967042,1364180,138506
8088	2394725,3156429,3250155,3293072,3276204,3267890,3251820,3259166,3254891,3262733,3268336,3251001,2060292,2280105,2272023,1925278,1964031,1599224,377718,2385743,2207028,1414568,2242438,842395,880803,1094516,1212726
8115	2490988,2669497,3250494,3290585,3253681,3260379,3278233,3263893,2008200,2307323,2191366,1213769,596555,431667,407260,2267802,118058,1639545,2042388,241371
8282	3050555,3122711,3250067,3277628,3277955,3258103,3269026,3260658,3272228,3254891,3284546,3250869,3289389,1169737,199613,1745908,1317737,339977,263895,38474,1611615,188523,22273,175978,572247,722287,390457,747993,744951,2098135,2031203,484719,2359916
8465	2406517,2781338,2915555,3249565,3268778,3266330,3286828,3292478,3288536,3286604,285668,792117,1242763,1313378,231530,131981,188083,205472,2144203
8509	2807021,2974780,3250571,3279651,3254709,3282604,3292138,3252556,3257811,242421
8510	2413696,2513446,2519958,2687063,2693586,2905420,3250247,3268852,3278898,3272601,3293336,3282514,1953991,467055,1995092,795497,2347316,306768,720029,725237,2144203,1069465
8589	2666318,2948076,3249554,3263185,3277435,3280542,3268675,3254891,3288769,3284021,3278680,3292253,3268336,2119368,1786596,1566744,2300956,1649411,1921870,1507444,1722362
8725	2744825,2968831,2998122,3080468,3250391,3252343,3261338,3273315,3277435,3257159,3267244,3291684,3280715,3280258,2053825,1418845,1725926,2060100,1939962,899729,1915446,1903971
8978	2803247,3250275,3259820,3269026,3274234,1407841,1583714,947181,1925566,917518
9019	2458434,3071448,3250275,3269780,3267918,3276204,3282051,3273335,3268675,3284021,3269080,3264190,3288197,3282514,3292253,995047,1758734,2135902,1895505,996645,2212019,2358540,805709
9023	2430986,2440872,2737144,3249930,3277628,3277955,3289220,3263662,3289527,3275743,3265693,1487449,2152926,1976950,159443,48851,1719413,1381762
9114	2692132,2823031,3099324,3249690,3275362,3290287,3257828,3259020,3291969,3255817,3251922,3262733,1464624,726817,1704714,1792431
9119	2743153,2751774,3249564,3251426,3263831,3285727,3257742,3266848,3260379,3282496,3262346,3276353,3279070,558802,2303895,791233,1777297,2271002,983083,2022038,511765,992479,99530,596555,438147,1157821,645763,7040,720796,347886,434923,2216926,2095371,506587,2203826,469581,2662,2347052,182601,254958,65273,117848,527816,272740,577241,231166,758330
9137	2444715,2537038,2844503,3249770,3263406,3291655,3263662,3289527,3285266,3276994,3274899,3256242,3256394,3293425,3289389,3276904,3251922,3269748,3276974,3291173,898638,998061,1753294,69396,1571753,1546183,1749098,1153887,1215387,284891,2198004,872787,270782,2105847,716523,872838
9210	2815672,2900846,3249732,3285954,3288810,3276904,3270850,3291173,1489659,1621615,938567,154167,1934489,283223,301222,522697
9225	2639798,2754798,3016981,3065632,3249554,3257159,3253150,3282909,3253113,3287500,343902,2331019,1602883,245998,877839,277659,2223672,967042,1073045,125570,633495
9282	2547361,2564025,3172739,3250421,3290553,3283265,3256255,3259048,3256088,3265920,3253746,3291784,3263318,3268336,3251001,1559963,125313
9360	2559283,2795033,3234249,3249573,3288837,3284021,3273308,3292253,1620906,929062,1942737,1541356,253540,1146572,1921870,871699
9393	2669022,3086853,3250275,3277622,3280160,3291851,3286518,3252613,3277554,3285918,3255137,3284021,3277350,298685,340078,1003476,866032,732632
9411	2559608,3249871,3250869,3268336,293519,379292,1662968,1418135,561709,2242438,696501,1129155
9452	2398424,2491370,3250571,3287166,3280745,3258775,3257773,3251603,3251630,3277688,3290634,3253676,3251922,1446630
9491	2429201,2806375,3250059,3291294,3268071,3251226,3252679,3279630,3288769,3263318,1717354
9502	2816620,2946981,3249554,3274374,3258775,3270336,3281626,3259733,3276790,3251630,3290634,3270740,3251922,3278236,1340925,1867056,2105429
9605	2449221,2540886,3250027,3277628,3277955,3265920,3250869,3289389,1754374,891297,875027,2179988,2055209,322727,716523
9702	2671291,2761747,2887515,3249441,3261780,3266974,3289785,3282750,3291249,3278027,3268336,1631658,355496,1497183,81991,1061887,1591630,1641513,2128722,1642610,2077055
9767	2754200,2831083,3249573,3256965,3287085,3274374,3264754,3286518,3278881,3284815,3256394,3284546,3275597,3293550,1515219,645076,816763,1336200,99022,269387,547543,190185,685414,1069051,597278,1115364,296198,206236,1478721
9776	2823031,2827607,3105563,3249554,3263185,3286828,3275362,3285386,3251200,3292695,3284021,3288252,3277350,929062,198476,1074113,1921870,1722362,1640632,1400657
9855	2616347,2786587,3250090,3263690,3282283,3266325,1657693,255615,2246910,496412
9979	2583152,2896129,3019240,3249573,3290036,3277435,3291851,3272717,3289785,3288470,3267244,3282051,3284446,3262182,3280258,3270740,3284021,3263318,436995,1888673
10005	2777348,2788248,2878809,2986046,3250275,3258103,3290113,3284021,3279044,1978488,1867056,1688183,2274916,1307191,1411062,1583714,834962
10019	2649572,2667615,2674141,2986597,3250059,3277628,3277955,3258775,3275982,3256242,3254891,3276904,3251922,3262733,3270850,3291173,2328399,1202185,386513,511588,885191,459131,1918332,154,1053774,2136654,1605757,966121
10033	2721929,2933546,3081782,3198411,3250275,3280160,3258103,3287639,3257159,3291684,3287465,3269748,3258943,3276922,1672149,946200,929062,1687487,930619,1256709,1966321,1649411,935339,1921870,922562,1722362
10079	2589382,2696911,3038428,3249689,3286141,3263185,3257997,3272582,3286791,3282834,3255040,3257828,3267378,3280077,3261329,3262733,2355833,771575,1730759,1627523,1347621
10221	2880219,3042140,3249554,3256965,3294681,3254709,3289781,3267898,3274260,3282604,3266325,3269459,3280258,3288860,3262733,3270487,3276035,3284457,3263397,1466755,1137493,2166380
10228	2558688,2676463,2964942,2981736,3058564,3249720,3286141,3284686,3271082,3272582,3254485,3282834,3255040,3252283,3268675,3254891,3267378,3280077,3259026,3290223,3291784,3255817,3287500,1904504,1161557,2355833,631859,61217,2112131,1896244,1203855
10400	2392626,2679930,3250571,3280029,3252343,3274374,3259820,3288257,3277435,3291684,3257432,3292326,3291310,3266622,3253773,3293397,3255863,2128274,1725926
10406	2469024,2671802,3250275,3270665,3276204,3291851,3263974,3280363,3289925,3286518,3284021,3292138,3262733,3268336,3251001,1711503,2174721,1364180,355034,508517
10499	2792319,2882580,2924700,3249658,3270665,3274251,3290654,3251508,3275743,3282486,3256242,3292814,3285968,3287725,3289389,3276904,3270850,3291173,2353831,544664,1934489,2095537,165041,1819852
10515	2596782,2737297,2786367,3250059,3270315,3267918,3276204,3259451,3262526,3284446,3267622,3286796,3252654,3252171,3266962,3281507,1867056,1989668
10561	2546582,3250571,3252343,3259820,3277435,3252841,3255003,3268675,3290223,3278767,3285891,3287878,3267565,1967115,1282764
10665	2705728,2779953,2831170,3249554,3277955,3259733,3291684,3284021,3262733,3261130,3251001,3291173,2082484,1269413,2258244,2242438,1422849
10702	2986685,3034498,3250059,3252343,3288789,3281626,3276204,3291851,3259733,3284026,3253773,863663,1725926,899729,1286923,2039219,1803701
10717	2399309,2634877,2678041,3053605,3249694,3257828,3276904,3255482,3270850,654850
10719	2557702,3008507,3249438,3259820,3278568,3251683,3277175,3277435,3252538,3266622,3267375,3267565,631437,2110782,1919561,728211,1198031,307666
10796	2406565,2409885,2430832,2949908,3088385,3249573,3277628,3277955,3263185,3262610,3260798,3256088,3287025,3262733,3276922,1055861,2213859,2336088,438262,1166746
10938	3029191,3173479,3215416,3249671,3266750,3275743,3256394,3254891,3276922,3268336,3270850,273748,783059,88919,605913,531594,2036992,82478,637294,569666,180437,2136654
11002	2830909,2945690,3022248,3250275,3280644,3268746,3267851,3276204,3291851,3273335,3251008,3266962,3284457,1172867,1282571,1073636,927760
11299	2430387,2570633,2748037,3249573,3285374,3257159,3253150,3284021,3287500,3268336,3251001,1051227,1978488,1029284,1272538,2183413,703081,967042,1583714,571449,8081,2346016,144907
11364	2403143,2431944,3249580,3276994,3264877,1935569,919136
11415	2673011,2913267,2952442,3250275,3257997,3287639,3270902,3276790,3259057,3262409,3257828,3255137,3288252,3268336,1376638,1075425,1996093,1035907,2289741,1696334,363438,1250916,1294353
11461	2446013,3249573,3259820,3288257,3288837,3291851,3251820,3268675,3284021,3269748,3273340,262505,929062,777850,1256709,1649411,1921870,1951697,1287936,1960181,305372
11669	2479499,2664533,3250275,3254709,3261338,3255003,3270639,3280542,3262409,3257647,3266962,3277350,1181598,1900720,872310,1796112,2384211,1052980,1459842,1583714
11688	2612392,3015523,3249441,3277628,3277955,3286518,3272261,2353831,2060014,2017268,545055,1490420,125342,482312,92884,722287,2135349,1554595,600001,896236,88725,194558,1540789
11784	2426591,2774475,3250558,3272901,3261404,1204784,1835135,1888360,1406757,1920945,1957193,88765,249217,169316,2102890
12050	2428865,2526270,2671304,2795948,3248051,3250355,3264846,3269039,3285534,3257024,3289389,3270850,3291173,654850,282126,1568967,1777801,2372170,2166200,1354249,1185755,569666,148301,329484,154131,1918627
